url,status,location,content_type,title,found_on,note
https://www.iglc.net/Papers/Details/2568/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-d6a3dfac-e450-46f5-9bfa-9b98485eff57.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2571,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2571/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-afde09a1-5898-4cf7-96fb-75f91b28d9bd.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2582,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2582/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-f533a35a-0d9c-40bd-a416-1e2b1984aa1f.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2584,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2584/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-266d2008-65d8-4ece-88c2-8d51bc17479d.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2445,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2445/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-7a456730-f8eb-4aef-a1df-5968f7d101c7.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2485,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2485/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-dc794952-fea8-4c46-a149-d8e1ff04be73.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2500,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2500/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-df1b2c28-3a3e-49a4-8abe-d4c4aa5956c2.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2502,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2502/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-55ce5252-eae9-45b3-9714-0e5f51407d7d.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2504,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2504/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-446878e4-c7d9-4b9a-b80d-ab3353c836ce.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2528,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2528/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-87c851b1-4043-4b84-b1bc-c619f97955aa.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2530,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2530/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-8e651c6d-f190-46ad-938f-21d3609f252f.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2557,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2557/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-9c6f90ed-7be0-4594-9955-65232bc51359.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2443,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2443/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-2c900574-e28a-4cbf-bed6-3d16aa4f5f3d.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2454,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2454/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-80d892aa-75f6-4066-84a1-d2e7bb54c1ee.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2462,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2462/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-0efd9bb8-59c9-40cb-86b2-b64256f6c545.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2477,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2477/pdf,302,https://iglcstorage.blob.core.windows.net/papers/iglc-580fd131-e1ec-419c-b4e4-0af85e3d036e.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2481,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2481/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-4d3577e0-cd50-42bb-a648-c2e20fe6339c.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2490,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2490/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-c5225441-3c2f-47bb-a0a1-cb6855da797a.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2503,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2503/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-a281c597-7d95-4986-ad90-6bd714c6b7e8.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2511,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2511/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-6f5432ef-6311-48fa-8ca8-7bb70fbc5bf9.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2513,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2513/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-3eb0e438-6d66-4af9-ab19-3d8b40684076.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2550,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
